"TVK","GRIDREF"
"NBNSYS0000005630","ST47"
"NBNSYS0000005630","ST46"
"NBNSYS0000005630","ST45"
"NBNSYS0000005630","ST44"
"NBNSYS0000005630","ST43"
"NBNSYS0000005630","ST42"
"NBNSYS0000005630","ST41"
"NBNSYS0000005630","ST40"
"NBNSYS0000005630","ST39"
"NBNSYS0000005630","ST38"
"NBNSYS0000005630","ST36"
"NBNSYS0000005630","ST35"
"NBNSYS0000005630","ST34"
"NBNSYS0000005630","ST33"
"NBNSYS0000005630","ST32"
"NBNSYS0000005630","ST31"
"NBNSYS0000005630","ST30"
"NBNSYS0000005630","ST29"
"NBNSYS0000005630","ST28"
"NBNSYS0000005630","ST27"
"NBNSYS0000005630","ST25"
"NBNSYS0000005630","ST24"
"NBNSYS0000005630","ST23"
"NBNSYS0000005630","ST22"
"NBNSYS0000005630","ST19"
"NBNSYS0000005630","ST18"
"NBNSYS0000005630","ST17"
"NBNSYS0000005630","ST16"
"NBNSYS0000005630","ST14"
"NBNSYS0000005630","ST13"
"NBNSYS0000005630","ST12"
"NBNSYS0000005630","ST11"
"NBNSYS0000005630","ST10"
"NBNSYS0000005630","ST09"
"NBNSYS0000005630","ST08"
"NBNSYS0000005630","ST07"
"NBNSYS0000005630","ST06"
"NBNSYS0000005630","ST04"
"NBNSYS0000005630","ST03"
"NBNSYS0000005630","ST02"
"NBNSYS0000005630","ST01"
"NBNSYS0000005630","ST00"
"NBNSYS0000005630","SS99"
"NBNSYS0000005630","SS98"
"NBNSYS0000005630","SS97"
"NBNSYS0000005630","SS96"
"NBNSYS0000005630","SS94"
"NBNSYS0000005630","SS91"
"NBNSYS0000005630","SS90"
"NBNSYS0000005630","SS89"
"NBNSYS0000005630","SS88"
"NBNSYS0000005630","SS87"
"NBNSYS0000005630","SS82"
"NBNSYS0000005630","SS81"
"NBNSYS0000005630","SS80"
"NBNSYS0000005630","SS79"
"NBNSYS0000005630","SS78"
"NBNSYS0000005630","SS77"
"NBNSYS0000005630","SS74"
"NBNSYS0000005630","SS71"
"NBNSYS0000005630","SS69"
"NBNSYS0000005630","SS64"
"NBNSYS0000005630","SS62"
"NBNSYS0000005630","SS61"
"NBNSYS0000005630","SS60"
"NBNSYS0000005630","SS59"
"NBNSYS0000005630","SS58"
"NBNSYS0000005630","SS54"
"NBNSYS0000005630","SS53"
"NBNSYS0000005630","SS52"
"NBNSYS0000005630","SS51"
"NBNSYS0000005630","SS50"
"NBNSYS0000005630","SS49"
"NBNSYS0000005630","SS48"
"NBNSYS0000005630","SS43"
"NBNSYS0000005630","SS42"
"NBNSYS0000005630","SS41"
"NBNSYS0000005630","SS40"
"NBNSYS0000005630","SS31"
"NBNSYS0000005630","SS30"
"NBNSYS0000005630","SS21"
"NBNSYS0000005630","SS20"
"NBNSYS0000005630","SS19"
"NBNSYS0000005630","SS14"
"NBNSYS0000005630","SS09"
"NBNSYS0000005630","SR99"
"NBNSYS0000005630","SR89"
"NBNSYS0000005630","SP99"
"NBNSYS0000005630","SP98"
"NBNSYS0000005630","SP97"
"NBNSYS0000005630","SP96"
"NBNSYS0000005630","SP95"
"NBNSYS0000005630","SP94"
"NBNSYS0000005630","SP93"
"NBNSYS0000005630","SP92"
"NBNSYS0000005630","SP91"
"NBNSYS0000005630","SP90"
"NBNSYS0000005630","SP89"
"NBNSYS0000005630","SP88"
"NBNSYS0000005630","SP87"
"NBNSYS0000005630","SP86"
"NBNSYS0000005630","SP85"
"NBNSYS0000005630","SP84"
"NBNSYS0000005630","SP83"
"NBNSYS0000005630","SP82"
"NBNSYS0000005630","SP81"
"NBNSYS0000005630","SP80"
"NBNSYS0000005630","SP79"
"NBNSYS0000005630","SP78"
"NBNSYS0000005630","SP77"
"NBNSYS0000005630","SP76"
"NBNSYS0000005630","SP75"
"NBNSYS0000005630","SP74"
"NBNSYS0000005630","SP73"
"NBNSYS0000005630","SP72"
"NBNSYS0000005630","SP71"
"NBNSYS0000005630","SP69"
"NBNSYS0000005630","SP68"
"NBNSYS0000005630","SP67"
"NBNSYS0000005630","SP66"
"NBNSYS0000005630","SP65"
"NBNSYS0000005630","SP64"
"NBNSYS0000005630","SP63"
"NBNSYS0000005630","SP62"
"NBNSYS0000005630","SP61"
"NBNSYS0000005630","SP60"
"NBNSYS0000005630","SP59"
"NBNSYS0000005630","SP58"
"NBNSYS0000005630","SP57"
"NBNSYS0000005630","SP56"
"NBNSYS0000005630","SP55"
"NBNSYS0000005630","SP54"
"NBNSYS0000005630","SP53"
"NBNSYS0000005630","SP52"
"NBNSYS0000005630","SP51"
"NBNSYS0000005630","SP50"
"NBNSYS0000005630","SP49"
"NBNSYS0000005630","SP48"
"NBNSYS0000005630","SP47"
"NBNSYS0000005630","SP46"
"NBNSYS0000005630","SP45"
"NBNSYS0000005630","SP44"
"NBNSYS0000005630","SP43"
"NBNSYS0000005630","SP42"
"NBNSYS0000005630","SP41"
"NBNSYS0000005630","SP40"
"NBNSYS0000005630","SP39"
"NBNSYS0000005630","SP38"
"NBNSYS0000005630","SP37"
"NBNSYS0000005630","SP36"
"NBNSYS0000005630","SP35"
"NBNSYS0000005630","SP34"
"NBNSYS0000005630","SP33"
"NBNSYS0000005630","SP32"
"NBNSYS0000005630","SP30"
"NBNSYS0000005630","SP29"
"NBNSYS0000005630","SP28"
"NBNSYS0000005630","SP27"
"NBNSYS0000005630","SP26"
"NBNSYS0000005630","SP25"
"NBNSYS0000005630","SP24"
"NBNSYS0000005630","SP23"
"NBNSYS0000005630","SP22"
"NBNSYS0000005630","SP20"
"NBNSYS0000005630","SP19"
"NBNSYS0000005630","SP18"
"NBNSYS0000005630","SP17"
"NBNSYS0000005630","SP16"
"NBNSYS0000005630","SP15"
"NBNSYS0000005630","SP14"
"NBNSYS0000005630","SP13"
"NBNSYS0000005630","SP12"
"NBNSYS0000005630","SP11"
"NBNSYS0000005630","SP10"
"NBNSYS0000005630","SP09"
"NBNSYS0000005630","SP08"
"NBNSYS0000005630","SP07"
"NBNSYS0000005630","SP06"
"NBNSYS0000005630","SP05"
"NBNSYS0000005630","SP04"
"NBNSYS0000005630","SP03"
"NBNSYS0000005630","SP02"
"NBNSYS0000005630","SP01"
"NBNSYS0000005630","SP00"
"NBNSYS0000005630","SO99"
"NBNSYS0000005630","SO98"
"NBNSYS0000005630","SO97"
"NBNSYS0000005630","SO96"
"NBNSYS0000005630","SO95"
"NBNSYS0000005630","SO94"
"NBNSYS0000005630","SO93"
"NBNSYS0000005630","SO92"
"NBNSYS0000005630","SO91"
"NBNSYS0000005630","SO90"
"NBNSYS0000005630","SO89"
"NBNSYS0000005630","SO88"
"NBNSYS0000005630","SO87"
"NBNSYS0000005630","SO86"
"NBNSYS0000005630","SO85"
"NBNSYS0000005630","SO84"
"NBNSYS0000005630","SO83"
"NBNSYS0000005630","SO82"
"NBNSYS0000005630","SO81"
"NBNSYS0000005630","SO80"
"NBNSYS0000005630","SO79"
"NBNSYS0000005630","SO78"
"NBNSYS0000005630","SO77"
"NBNSYS0000005630","SO76"
"NBNSYS0000005630","SO75"
"NBNSYS0000005630","SO74"
"NBNSYS0000005630","SO73"
"NBNSYS0000005630","SO72"
"NBNSYS0000005630","SO71"
"NBNSYS0000005630","SO70"
"NBNSYS0000005630","SO69"
"NBNSYS0000005630","SO68"
"NBNSYS0000005630","SO67"
"NBNSYS0000005630","SO66"
"NBNSYS0000005630","SO65"
"NBNSYS0000005630","SO64"
"NBNSYS0000005630","SO63"
"NBNSYS0000005630","SO62"
"NBNSYS0000005630","SO61"
"NBNSYS0000005630","SO60"
"NBNSYS0000005630","SO59"
"NBNSYS0000005630","SO58"
"NBNSYS0000005630","SO57"
"NBNSYS0000005630","SO56"
"NBNSYS0000005630","SO55"
"NBNSYS0000005630","SO54"
"NBNSYS0000005630","SO53"
"NBNSYS0000005630","SO52"
"NBNSYS0000005630","SO51"
"NBNSYS0000005630","SO50"
"NBNSYS0000005630","SO49"
"NBNSYS0000005630","SO48"
"NBNSYS0000005630","SO47"
"NBNSYS0000005630","SO46"
"NBNSYS0000005630","SO45"
"NBNSYS0000005630","SO44"
"NBNSYS0000005630","SO43"
"NBNSYS0000005630","SO42"
"NBNSYS0000005630","SO41"
"NBNSYS0000005630","SO39"
"NBNSYS0000005630","SO36"
"NBNSYS0000005630","SO35"
"NBNSYS0000005630","SO34"
"NBNSYS0000005630","SO33"
"NBNSYS0000005630","SO30"
"NBNSYS0000005630","SO28"
"NBNSYS0000005630","SO27"
"NBNSYS0000005630","SO26"
"NBNSYS0000005630","SO25"
"NBNSYS0000005630","SO24"
"NBNSYS0000005630","SO21"
"NBNSYS0000005630","SO20"
"NBNSYS0000005630","SO17"
"NBNSYS0000005630","SO16"
"NBNSYS0000005630","SO15"
"NBNSYS0000005630","SO14"
"NBNSYS0000005630","SO13"
"NBNSYS0000005630","SO12"
"NBNSYS0000005630","SO11"
"NBNSYS0000005630","SO10"
"NBNSYS0000005630","SO09"
"NBNSYS0000005630","SO06"
"NBNSYS0000005630","SO05"
"NBNSYS0000005630","SO04"
"NBNSYS0000005630","SO03"
"NBNSYS0000005630","SO02"
"NBNSYS0000005630","SO01"
"NBNSYS0000005630","SO00"
"NBNSYS0000005630","SN97"
"NBNSYS0000005630","SN96"
"NBNSYS0000005630","SN95"
"NBNSYS0000005630","SN92"
"NBNSYS0000005630","SN91"
"NBNSYS0000005630","SN90"
"NBNSYS0000005630","SN84"
"NBNSYS0000005630","SN81"
"NBNSYS0000005630","SN80"
"NBNSYS0000005630","SN79"
"NBNSYS0000005630","SN78"
"NBNSYS0000005630","SN77"
"NBNSYS0000005630","SN76"
"NBNSYS0000005630","SN74"
"NBNSYS0000005630","SN73"
"NBNSYS0000005630","SN72"
"NBNSYS0000005630","SN71"
"NBNSYS0000005630","SN69"
"NBNSYS0000005630","SN68"
"NBNSYS0000005630","SN67"
"NBNSYS0000005630","SN66"
"NBNSYS0000005630","SN65"
"NBNSYS0000005630","SN64"
"NBNSYS0000005630","SN63"
"NBNSYS0000005630","SN62"
"NBNSYS0000005630","SN61"
"NBNSYS0000005630","SN60"
"NBNSYS0000005630","SN59"
"NBNSYS0000005630","SN58"
"NBNSYS0000005630","SN56"
"NBNSYS0000005630","SN55"
"NBNSYS0000005630","SN54"
"NBNSYS0000005630","SN53"
"NBNSYS0000005630","SN52"
"NBNSYS0000005630","SN51"
"NBNSYS0000005630","SN50"
"NBNSYS0000005630","SN46"
"NBNSYS0000005630","SN45"
"NBNSYS0000005630","SN43"
"NBNSYS0000005630","SN42"
"NBNSYS0000005630","SN41"
"NBNSYS0000005630","SN40"
"NBNSYS0000005630","SN35"
"NBNSYS0000005630","SN34"
"NBNSYS0000005630","SN33"
"NBNSYS0000005630","SN32"
"NBNSYS0000005630","SN31"
"NBNSYS0000005630","SN30"
"NBNSYS0000005630","SN25"
"NBNSYS0000005630","SN24"
"NBNSYS0000005630","SN22"
"NBNSYS0000005630","SN21"
"NBNSYS0000005630","SN20"
"NBNSYS0000005630","SN14"
"NBNSYS0000005630","SN13"
"NBNSYS0000005630","SN12"
"NBNSYS0000005630","SN11"
"NBNSYS0000005630","SN10"
"NBNSYS0000005630","SN03"
"NBNSYS0000005630","SN02"
"NBNSYS0000005630","SN01"
"NBNSYS0000005630","SN00"
"NBNSYS0000005630","SM93"
"NBNSYS0000005630","SM92"
"NBNSYS0000005630","SM91"
"NBNSYS0000005630","SM90"
"NBNSYS0000005630","SM83"
"NBNSYS0000005630","SM82"
"NBNSYS0000005630","SM81"
"NBNSYS0000005630","SM80"
"NBNSYS0000005630","SM72"
"NBNSYS0000005630","SM70"
"NBNSYS0000005630","SK97"
"NBNSYS0000005630","SK96"
"NBNSYS0000005630","SK94"
"NBNSYS0000005630","SK93"
"NBNSYS0000005630","SK91"
"NBNSYS0000005630","SK90"
"NBNSYS0000005630","SK89"
"NBNSYS0000005630","SK88"
"NBNSYS0000005630","SK86"
"NBNSYS0000005630","SK83"
"NBNSYS0000005630","SK81"
"NBNSYS0000005630","SK80"
"NBNSYS0000005630","SK79"
"NBNSYS0000005630","SK78"
"NBNSYS0000005630","SK77"
"NBNSYS0000005630","SK75"
"NBNSYS0000005630","SK73"
"NBNSYS0000005630","SK72"
"NBNSYS0000005630","SK71"
"NBNSYS0000005630","SK70"
"NBNSYS0000005630","SK69"
"NBNSYS0000005630","SK68"
"NBNSYS0000005630","SK67"
"NBNSYS0000005630","SK66"
"NBNSYS0000005630","SK65"
"NBNSYS0000005630","SK64"
"NBNSYS0000005630","SK63"
"NBNSYS0000005630","SK62"
"NBNSYS0000005630","SK61"
"NBNSYS0000005630","SK60"
"NBNSYS0000005630","SK59"
"NBNSYS0000005630","SK58"
"NBNSYS0000005630","SK57"
"NBNSYS0000005630","SK56"
"NBNSYS0000005630","SK55"
"NBNSYS0000005630","SK54"
"NBNSYS0000005630","SK53"
"NBNSYS0000005630","SK52"
"NBNSYS0000005630","SK51"
"NBNSYS0000005630","SK50"
"NBNSYS0000005630","SK49"
"NBNSYS0000005630","SK48"
"NBNSYS0000005630","SK47"
"NBNSYS0000005630","SK46"
"NBNSYS0000005630","SK45"
"NBNSYS0000005630","SK44"
"NBNSYS0000005630","SK43"
"NBNSYS0000005630","SK42"
"NBNSYS0000005630","SK41"
"NBNSYS0000005630","SK40"
"NBNSYS0000005630","SK39"
"NBNSYS0000005630","SK37"
"NBNSYS0000005630","SK36"
"NBNSYS0000005630","SK35"
"NBNSYS0000005630","SK34"
"NBNSYS0000005630","SK32"
"NBNSYS0000005630","SK31"
"NBNSYS0000005630","SK30"
"NBNSYS0000005630","SK27"
"NBNSYS0000005630","SK26"
"NBNSYS0000005630","SK25"
"NBNSYS0000005630","SK24"
"NBNSYS0000005630","SK23"
"NBNSYS0000005630","SK22"
"NBNSYS0000005630","SK21"
"NBNSYS0000005630","SK20"
"NBNSYS0000005630","SK17"
"NBNSYS0000005630","SK16"
"NBNSYS0000005630","SK13"
"NBNSYS0000005630","SK12"
"NBNSYS0000005630","SK11"
"NBNSYS0000005630","SK07"
"NBNSYS0000005630","SK04"
"NBNSYS0000005630","SK02"
"NBNSYS0000005630","SK01"
"NBNSYS0000005630","SK00"
"NBNSYS0000005630","SJ99"
"NBNSYS0000005630","SJ98"
"NBNSYS0000005630","SJ97"
"NBNSYS0000005630","SJ96"
"NBNSYS0000005630","SJ95"
"NBNSYS0000005630","SJ94"
"NBNSYS0000005630","SJ93"
"NBNSYS0000005630","SJ92"
"NBNSYS0000005630","SJ91"
"NBNSYS0000005630","SJ89"
"NBNSYS0000005630","SJ88"
"NBNSYS0000005630","SJ87"
"NBNSYS0000005630","SJ85"
"NBNSYS0000005630","SJ84"
"NBNSYS0000005630","SJ81"
"NBNSYS0000005630","SJ79"
"NBNSYS0000005630","SJ78"
"NBNSYS0000005630","SJ77"
"NBNSYS0000005630","SJ76"
"NBNSYS0000005630","SJ75"
"NBNSYS0000005630","SJ74"
"NBNSYS0000005630","SJ70"
"NBNSYS0000005630","SJ69"
"NBNSYS0000005630","SJ68"
"NBNSYS0000005630","SJ67"
"NBNSYS0000005630","SJ66"
"NBNSYS0000005630","SJ65"
"NBNSYS0000005630","SJ64"
"NBNSYS0000005630","SJ63"
"NBNSYS0000005630","SJ62"
"NBNSYS0000005630","SJ61"
"NBNSYS0000005630","SJ60"
"NBNSYS0000005630","SJ59"
"NBNSYS0000005630","SJ58"
"NBNSYS0000005630","SJ57"
"NBNSYS0000005630","SJ56"
"NBNSYS0000005630","SJ55"
"NBNSYS0000005630","SJ54"
"NBNSYS0000005630","SJ53"
"NBNSYS0000005630","SJ52"
"NBNSYS0000005630","SJ51"
"NBNSYS0000005630","SJ50"
"NBNSYS0000005630","SJ49"
"NBNSYS0000005630","SJ48"
"NBNSYS0000005630","SJ47"
"NBNSYS0000005630","SJ46"
"NBNSYS0000005630","SJ45"
"NBNSYS0000005630","SJ44"
"NBNSYS0000005630","SJ43"
"NBNSYS0000005630","SJ42"
"NBNSYS0000005630","SJ41"
"NBNSYS0000005630","SJ40"
"NBNSYS0000005630","SJ39"
"NBNSYS0000005630","SJ38"
"NBNSYS0000005630","SJ37"
"NBNSYS0000005630","SJ36"
"NBNSYS0000005630","SJ35"
"NBNSYS0000005630","SJ34"
"NBNSYS0000005630","SJ33"
"NBNSYS0000005630","SJ32"
"NBNSYS0000005630","SJ31"
"NBNSYS0000005630","SJ30"
"NBNSYS0000005630","SJ29"
"NBNSYS0000005630","SJ28"
"NBNSYS0000005630","SJ27"
"NBNSYS0000005630","SJ26"
"NBNSYS0000005630","SJ25"
"NBNSYS0000005630","SJ24"
"NBNSYS0000005630","SJ23"
"NBNSYS0000005630","SJ22"
"NBNSYS0000005630","SJ21"
"NBNSYS0000005630","SJ20"
"NBNSYS0000005630","SJ18"
"NBNSYS0000005630","SJ17"
"NBNSYS0000005630","SJ10"
"NBNSYS0000005630","SJ08"
"NBNSYS0000005630","SJ07"
"NBNSYS0000005630","SJ06"
"NBNSYS0000005630","SH97"
"NBNSYS0000005630","SH95"
"NBNSYS0000005630","SH94"
"NBNSYS0000005630","SH88"
"NBNSYS0000005630","SH87"
"NBNSYS0000005630","SH83"
"NBNSYS0000005630","SH78"
"NBNSYS0000005630","SH77"
"NBNSYS0000005630","SH76"
"NBNSYS0000005630","SH75"
"NBNSYS0000005630","SH67"
"NBNSYS0000005630","SH63"
"NBNSYS0000005630","SH58"
"NBNSYS0000005630","SH57"
"NBNSYS0000005630","SH56"
"NBNSYS0000005630","SH54"
"NBNSYS0000005630","SH53"
"NBNSYS0000005630","SH52"
"NBNSYS0000005630","SH49"
"NBNSYS0000005630","SH48"
"NBNSYS0000005630","SH47"
"NBNSYS0000005630","SH45"
"NBNSYS0000005630","SH44"
"NBNSYS0000005630","SH36"
"NBNSYS0000005630","SH33"
"NBNSYS0000005630","SH28"
"NBNSYS0000005630","SH27"
"NBNSYS0000005630","SH22"
"NBNSYS0000005630","SH12"
"NBNSYS0000005630","SE99"
"NBNSYS0000005630","SE98"
"NBNSYS0000005630","SE94"
"NBNSYS0000005630","SE93"
"NBNSYS0000005630","SE92"
"NBNSYS0000005630","SE91"
"NBNSYS0000005630","SE90"
"NBNSYS0000005630","SE89"
"NBNSYS0000005630","SE88"
"NBNSYS0000005630","SE87"
"NBNSYS0000005630","SE86"
"NBNSYS0000005630","SE83"
"NBNSYS0000005630","SE82"
"NBNSYS0000005630","SE81"
"NBNSYS0000005630","SE80"
"NBNSYS0000005630","SE78"
"NBNSYS0000005630","SE77"
"NBNSYS0000005630","SE76"
"NBNSYS0000005630","SE74"
"NBNSYS0000005630","SE73"
"NBNSYS0000005630","SE72"
"NBNSYS0000005630","SE71"
"NBNSYS0000005630","SE70"
"NBNSYS0000005630","SE67"
"NBNSYS0000005630","SE66"
"NBNSYS0000005630","SE65"
"NBNSYS0000005630","SE64"
"NBNSYS0000005630","SE63"
"NBNSYS0000005630","SE61"
"NBNSYS0000005630","SE60"
"NBNSYS0000005630","SE57"
"NBNSYS0000005630","SE55"
"NBNSYS0000005630","SE54"
"NBNSYS0000005630","SE53"
"NBNSYS0000005630","SE51"
"NBNSYS0000005630","SE50"
"NBNSYS0000005630","SE48"
"NBNSYS0000005630","SE45"
"NBNSYS0000005630","SE43"
"NBNSYS0000005630","SE42"
"NBNSYS0000005630","SE41"
"NBNSYS0000005630","SE40"
"NBNSYS0000005630","SE36"
"NBNSYS0000005630","SE35"
"NBNSYS0000005630","SE33"
"NBNSYS0000005630","SE32"
"NBNSYS0000005630","SE31"
"NBNSYS0000005630","SE30"
"NBNSYS0000005630","SE28"
"NBNSYS0000005630","SE27"
"NBNSYS0000005630","SE25"
"NBNSYS0000005630","SE24"
"NBNSYS0000005630","SE23"
"NBNSYS0000005630","SE21"
"NBNSYS0000005630","SE20"
"NBNSYS0000005630","SE19"
"NBNSYS0000005630","SE16"
"NBNSYS0000005630","SE15"
"NBNSYS0000005630","SE14"
"NBNSYS0000005630","SE12"
"NBNSYS0000005630","SE11"
"NBNSYS0000005630","SE01"
"NBNSYS0000005630","SD95"
"NBNSYS0000005630","SD90"
"NBNSYS0000005630","SD86"
"NBNSYS0000005630","SD83"
"NBNSYS0000005630","SD82"
"NBNSYS0000005630","SD81"
"NBNSYS0000005630","SD80"
"NBNSYS0000005630","SD76"
"NBNSYS0000005630","SD75"
"NBNSYS0000005630","SD74"
"NBNSYS0000005630","SD73"
"NBNSYS0000005630","SD72"
"NBNSYS0000005630","SD71"
"NBNSYS0000005630","SD70"
"NBNSYS0000005630","SD64"
"NBNSYS0000005630","SD63"
"NBNSYS0000005630","SD62"
"NBNSYS0000005630","SD61"
"NBNSYS0000005630","SD60"
"NBNSYS0000005630","SD58"
"NBNSYS0000005630","SD57"
"NBNSYS0000005630","SD56"
"NBNSYS0000005630","SD54"
"NBNSYS0000005630","SD53"
"NBNSYS0000005630","SD52"
"NBNSYS0000005630","SD51"
"NBNSYS0000005630","SD50"
"NBNSYS0000005630","SD49"
"NBNSYS0000005630","SD48"
"NBNSYS0000005630","SD47"
"NBNSYS0000005630","SD46"
"NBNSYS0000005630","SD45"
"NBNSYS0000005630","SD44"
"NBNSYS0000005630","SD43"
"NBNSYS0000005630","SD42"
"NBNSYS0000005630","SD41"
"NBNSYS0000005630","SD40"
"NBNSYS0000005630","SD39"
"NBNSYS0000005630","SD38"
"NBNSYS0000005630","SD37"
"NBNSYS0000005630","SD34"
"NBNSYS0000005630","SD33"
"NBNSYS0000005630","SD32"
"NBNSYS0000005630","SD31"
"NBNSYS0000005630","SD30"
"NBNSYS0000005630","SD29"
"NBNSYS0000005630","SD28"
"NBNSYS0000005630","SD27"
"NBNSYS0000005630","SD26"
"NBNSYS0000005630","SD21"
"NBNSYS0000005630","SD20"
"NBNSYS0000005630","SD18"
"NBNSYS0000005630","SD17"
"NBNSYS0000005630","SD16"
"NBNSYS0000005630","SC48"
"NBNSYS0000005630","SC37"
"NBNSYS0000005630","SC27"
"NBNSYS0000005630","NZ90"
"NBNSYS0000005630","NZ71"
"NBNSYS0000005630","NZ61"
"NBNSYS0000005630","NZ52"
"NBNSYS0000005630","NZ51"
"NBNSYS0000005630","NZ43"
"NBNSYS0000005630","NZ42"
"NBNSYS0000005630","NZ41"
"NBNSYS0000005630","NZ36"
"NBNSYS0000005630","NZ34"
"NBNSYS0000005630","NZ33"
"NBNSYS0000005630","NZ32"
"NBNSYS0000005630","NZ31"
"NBNSYS0000005630","NZ29"
"NBNSYS0000005630","NZ28"
"NBNSYS0000005630","NZ27"
"NBNSYS0000005630","NZ26"
"NBNSYS0000005630","NZ25"
"NBNSYS0000005630","NZ24"
"NBNSYS0000005630","NZ23"
"NBNSYS0000005630","NZ21"
"NBNSYS0000005630","NZ20"
"NBNSYS0000005630","NZ18"
"NBNSYS0000005630","NZ16"
"NBNSYS0000005630","NY60"
"NBNSYS0000005630","NY46"
"NBNSYS0000005630","NY35"
"NBNSYS0000005630","NY30"
"NBNSYS0000005630","NY26"
"NBNSYS0000005630","NY25"
"NBNSYS0000005630","NY16"
"NBNSYS0000005630","NY10"
"NBNSYS0000005630","NY06"
"NBNSYS0000005630","NY03"
"NBNSYS0000005630","NY01"
"NBNSYS0000005630","NY00"
"NBNSYS0000005630","NX97"
"NBNSYS0000005630","NX91"
"NBNSYS0000005630","NX85"
"NBNSYS0000005630","NX40"
"NBNSYS0000005630","NX36"
"NBNSYS0000005630","NT96"
"NBNSYS0000005630","NT95"
"NBNSYS0000005630","NT86"
"NBNSYS0000005630","NT68"
"NBNSYS0000005630","NT48"
"NBNSYS0000005630","NT47"
"NBNSYS0000005630","NO42"
"NBNSYS0000005622","TV59"
"NBNSYS0000005622","TR36"
"NBNSYS0000005622","TR35"
"NBNSYS0000005622","TR34"
"NBNSYS0000005622","TR26"
"NBNSYS0000005622","TR25"
"NBNSYS0000005622","TR16"
"NBNSYS0000005622","TR15"
"NBNSYS0000005622","TR06"
"NBNSYS0000005622","TR05"
"NBNSYS0000005622","TR04"
"NBNSYS0000005622","TR03"
"NBNSYS0000005622","TR02"
"NBNSYS0000005622","TR01"
"NBNSYS0000005622","TQ97"
"NBNSYS0000005622","TQ96"
"NBNSYS0000005622","TQ94"
"NBNSYS0000005622","TQ93"
"NBNSYS0000005622","TQ92"
"NBNSYS0000005622","TQ91"
"NBNSYS0000005622","TQ89"
"NBNSYS0000005622","TQ87"
"NBNSYS0000005622","TQ86"
"NBNSYS0000005622","TQ85"
"NBNSYS0000005622","TQ84"
"NBNSYS0000005622","TQ83"
"NBNSYS0000005622","TQ82"
"NBNSYS0000005622","TQ81"
"NBNSYS0000005622","TQ79"
"NBNSYS0000005622","TQ78"
"NBNSYS0000005622","TQ77"
"NBNSYS0000005622","TQ76"
"NBNSYS0000005622","TQ74"
"NBNSYS0000005622","TQ73"
"NBNSYS0000005622","TQ72"
"NBNSYS0000005622","TQ71"
"NBNSYS0000005622","TQ70"
"NBNSYS0000005622","TQ67"
"NBNSYS0000005622","TQ66"
"NBNSYS0000005622","TQ64"
"NBNSYS0000005622","TQ63"
"NBNSYS0000005622","TQ61"
"NBNSYS0000005622","TQ60"
"NBNSYS0000005622","TQ59"
"NBNSYS0000005622","TQ58"
"NBNSYS0000005622","TQ57"
"NBNSYS0000005622","TQ55"
"NBNSYS0000005622","TQ54"
"NBNSYS0000005622","TQ53"
"NBNSYS0000005622","TQ52"
"NBNSYS0000005622","TQ51"
"NBNSYS0000005622","TQ50"
"NBNSYS0000005622","TQ49"
"NBNSYS0000005622","TQ43"
"NBNSYS0000005622","TQ42"
"NBNSYS0000005622","TQ41"
"NBNSYS0000005622","TQ40"
"NBNSYS0000005622","TQ39"
"NBNSYS0000005622","TQ33"
"NBNSYS0000005622","TQ31"
"NBNSYS0000005622","TQ27"
"NBNSYS0000005622","TQ23"
"NBNSYS0000005622","TQ22"
"NBNSYS0000005622","TQ21"
"NBNSYS0000005622","TQ19"
"NBNSYS0000005622","TQ18"
"NBNSYS0000005622","TQ16"
"NBNSYS0000005622","TQ13"
"NBNSYS0000005622","TQ12"
"NBNSYS0000005622","TQ11"
"NBNSYS0000005622","TQ10"
"NBNSYS0000005622","TQ09"
"NBNSYS0000005622","TQ08"
"NBNSYS0000005622","TQ07"
"NBNSYS0000005622","TQ06"
"NBNSYS0000005622","TQ05"
"NBNSYS0000005622","TQ02"
"NBNSYS0000005622","TQ01"
"NBNSYS0000005622","TQ00"
"NBNSYS0000005622","TM59"
"NBNSYS0000005622","TM58"
"NBNSYS0000005622","TM57"
"NBNSYS0000005622","TM49"
"NBNSYS0000005622","TM48"
"NBNSYS0000005622","TM47"
"NBNSYS0000005622","TM46"
"NBNSYS0000005622","TM45"
"NBNSYS0000005622","TM44"
"NBNSYS0000005622","TM39"
"NBNSYS0000005622","TM38"
"NBNSYS0000005622","TM37"
"NBNSYS0000005622","TM36"
"NBNSYS0000005622","TM35"
"NBNSYS0000005622","TM34"
"NBNSYS0000005622","TM33"
"NBNSYS0000005622","TM29"
"NBNSYS0000005622","TM28"
"NBNSYS0000005622","TM25"
"NBNSYS0000005622","TM24"
"NBNSYS0000005622","TM23"
"NBNSYS0000005622","TM22"
"NBNSYS0000005622","TM17"
"NBNSYS0000005622","TM15"
"NBNSYS0000005622","TM14"
"NBNSYS0000005622","TM13"
"NBNSYS0000005622","TM08"
"NBNSYS0000005622","TM07"
"NBNSYS0000005622","TM05"
"NBNSYS0000005622","TM03"
"NBNSYS0000005622","TM01"
"NBNSYS0000005622","TL99"
"NBNSYS0000005622","TL94"
"NBNSYS0000005622","TL93"
"NBNSYS0000005622","TL91"
"NBNSYS0000005622","TL89"
"NBNSYS0000005622","TL88"
"NBNSYS0000005622","TL87"
"NBNSYS0000005622","TL86"
