"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Acleris aspersana","NHMSYS0021143095","01","07","30","09","Adult"
"Coleophora lutipennella","NHMSYS0000501894","15","05","15","08","Adult"
"Caryocolum tricolorella","NHMSYS0000501657","01","07","07","09","Adult"
"Eupsilia transversa","NBNSYS0000006351","15","05","07","09","Adult"
"Chionodes fumatella","NHMSYS0000501754","21","06","07","09","Adult"
"Selagia argyrella","NHMSYS0000504181","01","07","31","07","Adult"
"Idaea sylvestraria","NHMSYS0021143853","01","06","21","08","Adult"
"Melanchra persicariae","NBNSYS0000006246","01","06","31","08","Adult"
"Eupithecia pimpinellata","NHMSYS0021144097","21","05","31","08","Adult"
"Trifurcula squamatella","NBNSYS0100005901","01","08","31","08","Adult"
"Calamotropha paludella","NHMSYS0021143754","15","06","15","09","Adult"
"Pelochrista caecimaculana","NHMSYS0021143285","21","06","31","07","Adult"
"Coleophora discordella","NHMSYS0000501856","21","05","31","08","Adult"
"Cydia ulicetana","NHMSYS0020326909","01","04","30","09","Adult"
"Orthosia miniosa","NHMSYS0021144788","07","03","07","05","Adult"
"Xenolechia aethiops","NHMSYS0000504665","21","03","07","06","Adult"
"Scrobipalpa suaedella","NHMSYS0000504154","15","06","31","08","Adult"
"Dichrorampha sequana","NHMSYS0021143336","01","05","30","06","Adult"
"Eupithecia pygmaeata","NHMSYS0021144081","21","04","31","08","Adult"
"Apomyelois bistriatella","NHMSYS0000517188","15","05","30","09","Adult"
"Chesias rufata scotica","NHMSYS0021144146","01","04","21","08","Adult"
"Notocelia tetragonana","NHMSYS0021143310","01","07","31","07","Adult"
"Coleophora nutantella","NHMSYS0021142244","01","06","07","08","Adult"
"Ennomos erosaria","NHMSYS0021144194","21","06","21","10","Adult"
"Chrysocrambus craterella","NHMSYS0000501776","01","05","31","07","Adult"
"Colostygia olivata","NHMSYS0021143999","07","06","15","09","Adult"
"Polia nebulosa","NBNSYS0000006241","21","05","15","08","Adult"
"Dialectica scalariella","NHMSYS0001703652","27","09","27","09","Adult"
"Yponomeuta rorrella","NHMSYS0000504690","01","07","31","08","Adult"
"Udea ferrugalis","NHMSYS0000504609","01","01","31","12","Adult"
"Cirrhia ocellaris","NHMSYS0021144707","01","09","31","10","Adult"
"Orthosia gracilis","NHMSYS0021144793","07","03","07","06","Adult"
"Argyresthia glaucinella","NHMSYS0000501374","01","06","31","07","Adult"
"Agrotis trux","NHMSYS0000516938","01","06","15","10","Adult"
"Coleophora wockeella","NHMSYS0000501947","01","06","31","07","Adult"
"Agrotis trux trux","NHMSYS0021144898","01","06","15","10","Adult"
"Acleris hyemana","NHMSYS0000500931","01","07","31","07","Adult"
"Mesapamea secalis","NBNSYS0000006442","01","06","30","09","Adult"
"Amphipoea fucosa paludis","NHMSYS0021144618","21","06","07","10","Adult"
"Dysstroma citrata","NBNSYS0000146496","21","05","31","10","Adult"
"Denisia similella","NBNSYS0100002772","01","06","31","08","Adult"
"Epinotia nisella","NHMSYS0000502442","01","06","30","11","Adult"
"Eupithecia intricata hibernica","NHMSYS0021144111","21","04","07","08","Adult"
"Synanthedon tipuliformis","NBNSYS0000005688","21","05","31","07","Adult"
"Hyphoraia testudinaria","NHMSYS0021144400","01","05","15","06","Adult"
"Oxypteryx wilkella","NHMSYS0021297319","01","06","07","09","Adult"
"Lithosia quadra","NBNSYS0000006137","15","06","31","10","Adult"
"Luperina nickerlii leechi","NHMSYS0021144625","21","07","15","09","Adult"
"Lasiocampa quercus","NBNSYS0000005707","15","05","15","09","Adult"
"Tortrix viridana","NHMSYS0021143070","15","05","31","07","Adult"
"Argyresthia arceuthina","NHMSYS0000501360","01","04","30","06","Adult"
"Idaea straminata","NBNSYS0000005788","01","06","31","08","Adult"
"Spodoptera littoralis","NBNSYS0000006491","15","06","15","10","Adult"
"Hydriomena ruberata","NHMSYS0021143965","15","04","30","06","Adult"
"Phyllonorycter distentella","NHMSYS0000503773","01","06","30","06","Adult"
"Agonopterix carduella","NHMSYS0021142585","01","06","30","06","Adult"
"Meganola strigula","NHMSYS0021144953","07","06","21","07","Adult"
"Agrotis puta puta","NHMSYS0021144900","15","04","31","10","Adult"
"Archips betulana","NHMSYS0021143001","01","08","31","08","Adult"
"Callisto coffeella","NHMSYS0000501594","01","06","30","06","Adult"
"Grapholita lathyrana","NHMSYS0021143371","21","03","31","05","Adult"
"Phyllonorycter joannisi","NHMSYS0021142452","01","05","30","09","Adult"
"Aporophyla australis pascuea","NHMSYS0021144768","21","08","31","10","Adult"
"Agonopterix rotundella","NHMSYS0000501071","01","06","31","07","Adult"
"Scopula nigropunctata","NBNSYS0000005757","15","06","15","08","Adult"
"Elachista alpinella","NHMSYS0000502294","01","06","30","09","Adult"
"Stigmella hemargyrella","NHMSYS0000504355","21","04","07","08","Adult"
"Colotois pennaria","NHMSYS0000501963","01","09","31","12","Adult"
"Elachista collitella","NHMSYS0021142258","15","05","21","06","Adult"
"Polymixis xanthomista xanthomista","NHMSYS0021144776","15","08","21","10","Adult"
"Parectopa ononidis","NHMSYS0000503630","01","05","31","08","Adult"
"Diplodoma laichartingella","NHMSYS0021142185","01","06","31","07","Adult"
"Friedlanderia cicatricella","NHMSYS0000516769","01","07","15","08","Adult"
"Stigmella pyri","NHMSYS0000504376","21","05","31","08","Adult"
"Hada plebeja","NHMSYS0000502789","01","04","31","08","Adult"
"Syncopacma albifrontella","NHMSYS0001703664","01","06","07","06","Adult"
"Clavigesta purdeyi","NHMSYS0000501302","21","06","30","09","Adult"
"Eana penziana penziana","NHMSYS0021143048","01","06","31","07","Adult"
"Mecyna flavalis","NHMSYS0021143730","01","07","07","09","Adult"
"Callopistria juventina","NBNSYS0000006404","01","07","15","08","Adult"
"Gluphisia crenata","NBNSYS0000006102","15","06","07","08","Adult"
"Eublemma parva","NHMSYS0021144444","21","05","31","10","Adult"
"Phyllonorycter kuhlweiniella","NBNSYS0100004618","01","05","31","08","Adult"
"Strophedra nitidana","NHMSYS0000504405","01","05","07","08","Adult"
"Phyllonorycter quinqueguttella","NHMSYS0000503798","01","05","31","08","Adult"
"Gelechia nigra","NHMSYS0000502708","21","06","31","08","Adult"
"Apotomis sauciana","NHMSYS0000517208","01","05","31","08","Adult"
"Choreutis diana","NHMSYS0021142982","21","07","31","08","Adult"
"Scrobipalpa stangei","NHMSYS0000504153","01","07","31","07","Adult"
"Scoparia basistrigalis","NHMSYS0000504119","21","05","31","08","Adult"
"Acleris abietana","NHMSYS0021143078","01","06","31","08","Adult"
"Blastobasis adustella","NHMSYS0020326904","01","06","15","11","Adult"
"Delplanqueia inscriptella","NHMSYS0021162645","01","06","31","08","Adult"
"Bucculatrix albedinella","NHMSYS0021142408","01","05","31","08","Adult"
"Eupithecia millefoliata","NHMSYS0000502610","15","05","15","08","Adult"
"Ectoedemia arcuatella","NHMSYS0000502265","01","06","31","07","Adult"
"Phalonidia affinitana","NHMSYS0000503704","21","05","31","08","Adult"
"Asthena albulata","NBNSYS0000005966","15","04","15","09","Adult"
"Capperia britanniodactylus","NHMSYS0021142927","07","06","15","08","Adult"
"Pammene trauniana","NHMSYS0021143391","01","05","31","07","Adult"
"Coleophora laricella","NHMSYS0021142205","01","05","31","07","Adult"
"Acasis viretata","NHMSYS0021144153","21","03","30","09","Adult"
"Caradrina morpheus","NBNSYS0000006492","01","05","31","10","Adult"
"Coleophora conyzae","NHMSYS0000501850","01","06","31","08","Adult"
"Amphipoea fucosa","NHMSYS0000516998","21","06","07","10","Adult"
"Elachista eleochariella","NHMSYS0021142305","01","06","07","08","Adult"
"Pennisetia hylaeiformis","NHMSYS0020695694","07","07","15","08","Adult"
"Gnophos dumetata dumetata","NHMSYS0021144287","15","08","15","09","Adult"
"Gynnidomorpha permixtana","NBNSYS0100003314","01","05","31","08","Adult"
"Achlya flavicornis scotica","NHMSYS0021143803","15","02","15","05","Adult"
"Peribatodes ilicaria","NHMSYS0021144230","01","07","30","09","Adult"
"Conisania andalusica","NHMSYS0021167189","07","05","07","08","Adult"
"Hypena lividalis","NHMSYS0021157662","01","11","30","11","Adult"
"Dichomeris acuminatus","NHMSYS0021168887","01","03","31","10","Adult"
"Incurvaria pectinea","NHMSYS0000502943","01","04","31","05","Adult"
"Eupithecia haworthiata","NHMSYS0000502600","21","05","31","08","Adult"
"Epermenia falciformis","NBNSYS0100003026","01","06","30","09","Adult"
"Apocheima hispidaria","NHMSYS0021144212","21","01","30","04","Adult"
"Eana osseana","NHMSYS0000502247","01","06","31","08","Adult"
"Agriphila straminella","NHMSYS0021143766","15","05","15","10","Adult"
"Daphnis nerii","NBNSYS0000006073","21","08","21","11","Adult"
"Coleophora hydrolapathella","NHMSYS0000501875","01","07","31","08","Adult"
"Ectoedemia quinquella","NHMSYS0000502276","01","06","31","07","Adult"
"Eilema pygmaeola pallifrons","NHMSYS0021144422","15","06","15","08","Adult"
"Coleophora tricolor","NHMSYS0000501933","01","07","31","08","Adult"
"Phyllocnistis ramulicola","NHMSYS0020973889","01","07","31","08","Adult"
"Depressaria albipunctella","NHMSYS0021142601","01","06","31","07","Adult"
"Cydia inquinatana","NHMSYS0021143360","21","05","30","06","Adult"
"Cabera pusaria","NBNSYS0000006047","21","04","07","09","Adult"
"Agrotis herzogi","NBNSYS0100001446","21","11","15","12","Adult"
"Cucullia chamomillae","NHMSYS0021144520","01","03","15","07","Adult"
"Galleria mellonella","NHMSYS0000502701","01","06","31","10","Adult"
"Chrysodeixis chalcites","NHMSYS0021144468","07","05","15","12","Adult"
"Grapholita gemmiferana","NHMSYS0021143369","21","05","30","06","Adult"
"Agrochola lychnidis","NHMSYS0021144710","01","09","21","11","Adult"
"Glyphipterix fuscoviridella","NHMSYS0000502735","01","05","30","06","Adult"
"Noctua janthe","NHMSYS0000503389","15","06","15","10","Adult"
"Cydia medicaginis","NHMSYS0021143350","01","06","15","08","Adult"
"Cydia indivisa","NHMSYS0021143355","01","05","30","06","Adult"
"Xanthorhoe montanata","NHMSYS0000520993","15","04","15","09","Adult"
"Acrobasis consociella","NHMSYS0021143656","01","06","31","08","Adult"
"Xestia stigmatica","NHMSYS0021144935","21","06","15","09","Adult"
"Cosmopterix schmidiella","NHMSYS0000501997","01","05","31","07","Adult"
"Paracorsia repandalis","NHMSYS0021143702","01","06","31","10","Adult"
"Diarsia mendica","NHMSYS0000519388","07","05","21","09","Adult"
"Dichomeris juniperella","NHMSYS0000502153","15","06","31","07","Adult"
"Polymixis lichenea","NHMSYS0000520013","07","08","30","11","Adult"
"Dichonioxa tenebrosa","NHMSYS0021144763","15","09","31","10","Adult"
"Oidaematophorus lithodactyla","NHMSYS0000503464","21","06","31","08","Adult"
"Tholera cespitis","NHMSYS0021144801","15","07","15","10","Adult"
"Phyllonorycter roboris","NHMSYS0000503801","01","06","30","06","Adult"
"Mormo maura","NBNSYS0000006396","15","06","30","09","Adult"
"Helicoverpa armigera","NHMSYS0021144542","07","06","15","11","Adult"
"Acleris variegana","NHMSYS0021143094","01","05","21","11","Adult"
"Gnophos dumetata hibernica","NHMSYS0021144288","15","08","15","09","Adult"
"Acleris caledoniana","NHMSYS0000500924","01","07","30","09","Adult"
"Colostygia multistrigaria","NBNSYS0000005855","01","06","15","12","Adult"
"Pachetra sagittigera britannica","NHMSYS0021144812","15","05","21","06","Adult"
"Depressaria radiella","NHMSYS0021126889","01","07","21","07","Adult"
"Chionodes distinctella","NHMSYS0000501753","21","06","31","08","Adult"
"Isturgia limbaria","NBNSYS0000005990","01","05","31","08","Adult"
"Ypsolopha asperella","NHMSYS0000504696","01","05","31","07","Adult"
"Xestia triangulum","NBNSYS0000006219","15","05","15","09","Adult"
"Epinotia pygmaeana","NHMSYS0021143267","21","03","07","06","Adult"
"Chiasmia clathrata clathrata","NHMSYS0021144171","15","04","30","09","Adult"
"Ectoedemia occultella","NHMSYS0000502275","01","06","31","07","Adult"
"Pselnophorus heterodactyla","NHMSYS0000503933","01","06","15","07","Adult"
"Eriopygodes imbecilla","NBNSYS0000006268","15","06","15","07","Adult"
"Coleophora virgaureae","NHMSYS0000501945","01","07","07","09","Adult"
"Phyllonorycter ulicicolella","NHMSYS0000503818","01","05","31","07","Adult"
"Oxypteryx atrella","NHMSYS0021297334","15","06","31","08","Adult"
"Ligdia adustata","NHMSYS0021144163","21","03","15","09","Adult"
"Eublemma ostrina","NHMSYS0021144443","21","01","21","12","Adult"
"Melanthia procellata","NHMSYS0021144045","15","04","15","10","Adult"
"Gelechia senticetella","NHMSYS0000502712","01","07","07","09","Adult"
"Euchoeca nebulata","NBNSYS0000005965","01","05","07","09","Adult"
"Apamea furva furva","NHMSYS0021144675","01","06","15","09","Adult"
"Cydia coniferana","NHMSYS0021143354","15","05","31","08","Adult"
"Eudemis profundana","NHMSYS0021143153","01","06","07","09","Adult"
"Xylena solidaginis","NHMSYS0021144740","01","08","15","10","Adult"
"Agdistis meridionalis","NBNSYS0100001387","15","05","31","10","Adult"
"Scythris empetrella","NHMSYS0000504162","01","06","31","07","Adult"
"Depressaria chaerophylli","NHMSYS0000502116","01","06","21","07","Adult"
"Ctenoplusia accentifera","NBNSYS0000006536","01","02","31","12","Adult"
"Oncocera semirubella","NBNSYS0000026974","15","06","15","10","Adult"
"Monopis monachella","NHMSYS0000503290","01","05","30","09","Adult"
"Psychoides verhuella","NHMSYS0000503965","01","05","31","07","Adult"
"Udea fulvalis","NHMSYS0021143723","01","07","15","09","Adult"
"Stigmella microtheriella","NHMSYS0000504362","01","05","31","08","Adult"
"Stenoptilia islandicus","NBNSYS0100005592","21","06","31","07","Adult"
"Thera juniperata scotica","NHMSYS0021143979","15","09","15","11","Adult"
"Elachista biatomella","NHMSYS0000502299","01","05","31","08","Adult"
"Cedestis gysseleniella","NHMSYS0021142475","15","05","15","08","Adult"
"Apotomis lineana","NHMSYS0021143155","01","06","31","08","Adult"
"Ptilodon cucullina","NHMSYS0021144355","21","04","07","09","Adult"
"Acronicta alni","NBNSYS0000006376","15","04","31","07","Adult"
"Cephimallota crassiflavella","NHMSYS0021142384","01","06","31","08","Adult"
"Eupithecia extensaria extensaria","NHMSYS0021144115","01","06","07","07","Adult"
"Phyllonorycter emberizaepenella","NBNSYS0100004615","01","05","31","08","Adult"
"Phyllonorycter lautella","NHMSYS0000503784","01","05","30","09","Adult"
"Agdistis bennetii","NHMSYS0000501029","01","05","15","09","Adult"
"Diarsia rubi","NBNSYS0000006214","01","05","31","10","Adult"
"Nematopogon magna","NBNSYS0100004197","01","05","30","06","Adult"
"Spilonota laricana","NBNSYS0100005572","01","06","30","09","Adult"
"Thera cupressata","NHMSYS0021143981","15","04","15","12","Adult"
"Cosmopterix pulchrimella","NHMSYS0001703651","01","05","30","11","Adult"
"Aplocera plagiata scotica","NHMSYS0021144140","15","04","15","09","Adult"
"Archips crataegana","NHMSYS0021143005","01","06","31","08","Adult"
"Sideridis reticulata hibernica","NHMSYS0021144837","01","05","31","07","Adult"
"Acleris laterana","NHMSYS0000500933","21","06","31","10","Adult"
"Coleophora glaucicolella","NHMSYS0000501869","01","06","31","08","Adult"
"Spilonota ocellana","NHMSYS0021143249","01","05","30","09","Adult"
"Acleris maccana","NHMSYS0000500939","01","06","31","07","Adult"
"Eupithecia extensaria","NHMSYS0000520043","01","06","07","07","Adult"
"Scrobipalpa murinella","NHMSYS0021142749","01","05","30","06","Adult"
"Eupithecia egenaria","NHMSYS0000502597","01","05","15","07","Adult"
"Aethes rutilana","NHMSYS0021143134","01","07","31","08","Adult"
"Autographa pulchrina","NBNSYS0000006547","15","05","15","09","Adult"
"Amphisbatis incongruella","NHMSYS0000501221","01","03","31","05","Adult"
"Agriphila geniculea","NHMSYS0000501081","01","07","07","10","Adult"
"Monochroa arundinetella","NHMSYS0021142714","01","06","07","08","Adult"
"Argyresthia albistria","NHMSYS0000501359","01","06","30","09","Adult"
"Coscinia cribraria","NBNSYS0000006139","15","06","31","07","Adult"
"Pammene regiana","NHMSYS0000503564","01","05","31","08","Adult"
"Epinotia brunnichana","NHMSYS0000502430","01","07","07","10","Adult"
"Catoptria verellus","NHMSYS0000501683","21","05","31","07","Adult"
"Vittaplusia vittata","NHMSYS0021144467","01","01","31","12","Adult"
"Mesotype didymata hethlandica","NHMSYS0021144051","07","05","30","09","Adult"
"Archips podana","NHMSYS0000501288","21","05","15","10","Adult"
"Scopula immutata","NBNSYS0000005765","15","05","31","08","Adult"
"Trachypepla contritella","NHMSYS0021238032","01","02","31","10","Adult"
"Nemapogon koenigi","NHMSYS0021166451","01","05","31","08","Adult"
"Cymatophorina diluta diluta","NHMSYS0021143799","01","08","15","10","Adult"
"Ephestia woodiella","NHMSYS0021143679","15","04","15","09","Adult"
"Eupithecia tripunctaria","NHMSYS0000502622","01","04","07","10","Adult"
"Bryotropha affinis","NHMSYS0000501546","01","05","30","09","Adult"
"Coleophora ibipennella","NHMSYS0000501877","15","06","15","09","Adult"
"Bena bicolorana","NHMSYS0000501469","01","06","21","08","Adult"
"Phtheochroa schreibersiana","NBNSYS0100004589","01","05","30","06","Adult"
"Nemapogon variatella","NHMSYS0000503341","01","03","31","08","Adult"
"Mniotype solieri","NBNSYS0000005284","01","08","30","09","Adult"
"Euxoa cursoria","NBNSYS0000006169","01","07","30","09","Adult"
"Mythimna ferrago","NBNSYS0000006286","01","06","07","09","Adult"
"Cucullia gnaphalii","NHMSYS0000519263","21","05","15","07","Adult"
"Nemophora degeerella","NHMSYS0000503358","01","05","15","07","Adult"
"Parornix loganella","NHMSYS0000503648","01","05","30","06","Adult"
"Denisia augustella","NBNSYS0100002771","15","04","21","06","Adult"
"Stenoptilia inopinata","NHMSYS0021142914","01","06","31","08","Adult"
"Gelechia scotinella","NHMSYS0000502710","21","06","31","08","Adult"
"Selidosema brunnearia","NBNSYS0000006030","01","07","07","09","Adult"
"Hypochalcia ahenella","NHMSYS0021143647","01","05","15","08","Adult"
"Tiliacea citrago","NHMSYS0021144698","07","08","07","11","Adult"
"Blastobasis phycidella","NHMSYS0000501496","01","06","30","06","Adult"
"Paramesia gnomana","NHMSYS0000503606","01","06","31","08","Adult"
"Synthymia fixa","NBNSYS0000006501","01","04","31","07","Adult"
"Bryotropha galbanella","NHMSYS0000501553","21","06","15","08","Adult"
"Carsia sororiata anglica","NHMSYS0021144138","01","06","21","09","Adult"
"Diarsia mendica orkneyensis","NHMSYS0021144913","07","05","21","09","Adult"
"Ancylis mitterbacheriana","NHMSYS0021143238","21","04","31","07","Adult"
"Caryocolum fraternella","NHMSYS0000501649","01","06","31","08","Adult"
"Epirrita dilutata agg.","NHMSYS0001703669","21","08","15","12","Adult"
"Agrotis puta insula","NHMSYS0021144901","15","04","31","10","Adult"
"Coleophora arctostaphyli","NHMSYS0000501831","21","05","30","06","Adult"
"Xestia ditrapezium","NHMSYS0021144942","01","06","31","08","Adult"
"Argyroploce arbutella","NHMSYS0021143188","01","05","07","07","Adult"
"Rhigognostis incarnatella","NHMSYS0000504044","15","07","15","08","Adult"
"Elachista serricornis","NHMSYS0021142302","01","06","31","07","Adult"
"Scoparia ambigualis","NHMSYS0000504116","15","04","31","10","Adult"
"Pristerognatha penthinana","NHMSYS0000503914","01","05","30","06","Adult"
"Ortholepis betulae","NBNSYS0100004350","01","06","07","09","Adult"
"Hellinsia lienigianus","NHMSYS0021142951","07","06","31","08","Adult"
"Polyphaenis sericata","NBNSYS0000005290","15","06","15","08","Adult"
"Tebenna micalis","NHMSYS0000504455","01","07","31","10","Adult"
"Alucita hexadactyla","NHMSYS0000501204","01","01","31","12","Adult"
"Endothenia pullana","NHMSYS0000502366","21","05","31","07","Adult"
"Dryobota labecula","MM0001Z1Q00021ZZ","07","01","21","09","Adult"
"Coleophora squamosella","NHMSYS0000501925","01","07","31","08","Adult"
"Argolamprotes micella","NHMSYS0021142702","15","06","07","08","Adult"
"Anania crocealis","NHMSYS0021127817","21","05","30","09","Adult"
"Cepphis advenaria","NHMSYS0000501714","21","04","15","07","Adult"
"Zygaena purpuralis caledonensis","NHMSYS0021143423","21","05","15","07","Adult"
"Odontopera bidentata","NBNSYS0000006011","15","04","31","08","Adult"
"Photedes extrema","NHMSYS0021144651","07","05","15","08","Adult"
"Eupithecia extensaria occidua","NHMSYS0021144116","01","06","07","07","Adult"
"Syncopacma sangiella","NHMSYS0000504432","21","05","07","09","Adult"
"Cnephasia conspersana","NHMSYS0000501330","01","07","31","08","Adult"
"Anticollix sparsata","NBNSYS0000005951","21","05","31","08","Adult"
"Monochroa cytisella","NBNSYS0000026233","21","06","31","08","Adult"
"Eupithecia virgaureata","NBNSYS0000005939","01","04","07","10","Adult"
"Acleris cristana","NHMSYS0021143093","01","06","30","06","Adult"
"Xylena exsoleta","NBNSYS0000006335","07","06","01","09","Adult"
"Hemaris fuciformis","NBNSYS0000006071","15","04","31","08","Adult"
"Oligia fasciuncula","NBNSYS0000006438","01","05","31","08","Adult"
"Synanthedon myopaeformis","NBNSYS0000005694","21","05","15","08","Adult"
"Scotopteryx luridata luridata","NHMSYS0021143903","15","05","21","08","Adult"
"Ypsolopha vittella","NHMSYS0000504709","01","07","15","10","Adult"
"Herminia tarsipennalis","NHMSYS0021144426","15","05","15","09","Adult"
"Prays fraxinella","NHMSYS0000503911","01","05","30","09","Adult"
"Stenoptilia pterodactyla","NHMSYS0000504314","01","06","31","08","Adult"
"Epirrhoe rivata","NHMSYS0021143938","01","04","15","09","Adult"
"Denisia albimaculea","NBNSYS0100002770","01","05","30","06","Adult"
"Stigmella lemniscella","NBNSYS0100005605","01","05","31","08","Adult"
"Elegia similella","NBNSYS0100002945","21","05","15","08","Adult"
"Glyphipterix schoenicolella","NHMSYS0000502738","01","05","30","09","Adult"
"Parornix betulae","NHMSYS0000503643","01","04","31","10","Adult"
"Thera britannica","NHMSYS0000504489","21","03","31","12","Adult"
"Syncopacma vinella","NHMSYS0000504435","01","05","31","08","Adult"
"Cauchas rufimitrella","NHMSYS0021142167","01","05","30","06","Adult"
"Corcyra cephalonica","NHMSYS0000501980","01","06","31","10","Adult"
"Kessleria fasciapennella","NHMSYS0000502979","01","06","31","07","Adult"
"Eana penziana colquhounana","NHMSYS0021143050","01","05","30","09","Adult"
"Caloptilia azaleella","NHMSYS0000501603","01","04","30","11","Adult"
"Elachista apicipunctella","NHMSYS0000502295","07","04","15","08","Adult"
"Bucculatrix ulmifoliae","NHMSYS0021142413","01","04","31","08","Adult"
"Callisto denticulella","NHMSYS0000501595","01","04","31","07","Adult"
"Depressaria badiella","NHMSYS0000502114","15","06","21","10","Adult"
"Idaea contiguaria contiguaria","NHMSYS0021143858","15","06","21","07","Adult"
"Plagodis pulveraria","NBNSYS0000005994","15","04","15","08","Adult"
"Harpella forficella","NHMSYS0021142556","01","06","30","09","Adult"
"Zygaena purpuralis sabulosa","NHMSYS0021143425","21","05","15","07","Adult"
"Ochropleura leucogaster","NHMSYS0021144905","21","09","15","11","Adult"
"Sitochroa palealis","NHMSYS0021143713","15","06","15","09","Adult"
"Psychoides filicivora","NHMSYS0000503964","01","02","31","12","Adult"
"Sorhagenia janiszewskae","NHMSYS0000504257","21","06","31","08","Adult"
"Hadena confusa","NBNSYS0000006264","01","04","31","08","Adult"
"Conistra ligula","NBNSYS0000006354","21","04","15","09","Adult"
"Stauropus fagi","NBNSYS0000006085","15","04","15","08","Adult"
"Neofriseria singula","NHMSYS0000503367","01","06","15","08","Adult"
"Cyclophora linearia","NHMSYS0021143894","15","04","15","09","Adult"
"Epinotia cruciana","NHMSYS0000502433","01","05","31","08","Adult"
"Nemapogon clematella","NHMSYS0000503333","01","06","31","08","Adult"
"Acleris comariana","NHMSYS0000500925","01","06","30","11","Adult"
"Xanthorhoe decoloraria hethlandica","NHMSYS0021143917","07","05","15","09","Adult"
"Exapate congelatella","NHMSYS0000502675","01","10","31","12","Adult"
"Perittia farinella","NHMSYS0021142252","01","05","31","05","Adult"
"Leucoptera spartifoliella","NHMSYS0021142516","01","06","31","07","Adult"
"Perizoma flavofasciata","NBNSYS0000005890","21","04","31","08","Adult"
"Dahlica inconspicuella","NHMSYS0000502085","01","03","31","05","Adult"
"Psyche crassiorella","NHMSYS0000503961","01","06","31","07","Adult"
"Eucosma parvulana","NHMSYS0001703660","01","06","31","07","Adult"
"Agonopterix kaekeritziana","NBNSYS0100001428","01","07","30","09","Adult"
"Coleophora kuehnella","NHMSYS0000501882","01","06","31","07","Adult"
"Agonopterix subpropinquella","NHMSYS0000501073","01","06","30","06","Adult"
"Stigmella viscerella","NHMSYS0000504397","21","05","30","06","Adult"
"Coleophora prunifoliae","NHMSYS0000501913","15","06","31","07","Adult"
"Epinotia solandriana","NHMSYS0000502449","01","07","07","09","Adult"
"Acleris laterana/comariana","NHMSYS0001703643","01","06","30","11","Adult"
"Stigmella betulicola","NHMSYS0000504339","01","05","31","08","Adult"
"Stigmella poterii","NHMSYS0000504372","01","04","31","08","Adult"
"Rheumaptera hastata nigrescens","NHMSYS0021144035","01","05","21","07","Adult"
"Calybites phasianipennella","NHMSYS0021142423","01","05","15","07","Adult"
"Pyrausta aurata","NHMSYS0000504003","15","04","30","09","Adult"
"Ypsolopha sequella","NHMSYS0000504706","01","06","31","10","Adult"
"Lithophane leautieri leautieri","NHMSYS0021144734","15","09","30","11","Adult"
"Heliodines roesella","NHMSYS0000502823","01","06","30","06","Adult"
"Nycteola revayana","NBNSYS0000011345","01","02","30","11","Adult"
"Elachista humilis","NHMSYS0000502310","15","04","15","09","Adult"
"Phtheochroa rugosana","NHMSYS0021143113","21","04","31","07","Adult"
"Platyptilia tesseradactyla","NHMSYS0000503856","01","05","30","06","Adult"
"Ectoedemia argyropeza","NHMSYS0000502267","01","05","30","06","Adult"
"Pyralis farinalis","NHMSYS0000503998","15","05","31","10","Adult"
"Scythris grandipennis","NHMSYS0000504166","21","05","31","08","Adult"
"Apterogenum ypsillon","NHMSYS0021144756","01","06","31","08","Adult"
"Phiaris schulziana","NHMSYS0021143180","01","06","31","08","Adult"
"Amphipoea crinanensis","NBNSYS0000006464","21","07","07","10","Adult"
"Mecyna asinalis","NHMSYS0021143731","01","06","31","10","Adult"
"Coenocalpe lapidata","NHMSYS0021144042","01","09","15","10","Adult"
"Scrobipalpa ocellatella","NHMSYS0000504148","01","05","07","10","Adult"
"Agnoea flavifrontella","NHMSYS0021166475","01","05","31","07","Adult"
"Pelosia obtusa","NHMSYS0021144412","21","06","31","08","Adult"
"Peribatodes rhomboidaria","NHMSYS0021144226","07","05","31","10","Adult"
"Xanthorhoe ferrugata","NBNSYS0000005800","15","04","30","09","Adult"
"Celypha rivulana","NBNSYS0100002227","15","06","31","08","Adult"
"Epinotia nanana","NHMSYS0000502439","01","06","31","08","Adult"
"Myelois circumvoluta","NHMSYS0021143661","01","05","31","08","Adult"
"Entephria caesiata","NHMSYS0021143952","01","06","07","10","Adult"
"Rhopobota stagnana","NBNSYS0100005142","01","04","30","09","Adult"
"Cydia nigricana","NHMSYS0000502067","01","05","31","08","Adult"
"Eupithecia venosata plumbea","NHMSYS0021144086","15","04","31","07","Adult"
"Omphaloscelis lunosa","NBNSYS0000006365","15","08","15","11","Adult"
"Hadena caesia","NHMSYS0000520318","01","05","07","09","Adult"
"Calamia tridens occidentalis","NHMSYS0021144601","15","07","31","08","Adult"
"Thalpophila matura","NBNSYS0000006399","15","06","30","09","Adult"
"Lasiocampa trifolii flava","NHMSYS0021143816","01","07","15","09","Adult"
"Limnaecia phragmitella","NHMSYS0000503068","21","06","07","09","Adult"
"Dendrolimus pini","NBNSYS0000005711","15","06","15","10","Adult"
"Pseudoips prasinana britannica","NHMSYS0021144966","01","05","15","08","Adult"
"Lampronia fuscatella","NHMSYS0000502998","01","05","30","06","Adult"
"Argyresthia cupressella","NBNSYS0100001643","01","05","07","08","Adult"
