"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Phyllonorycter scopariella","NHMSYS0000503809","01","06","31","08","Adult"
"Emmelina monodactyla","NHMSYS0000502352","01","01","31","12","Adult"
"Pammene spiniana","NHMSYS0021143390","01","07","30","09","Adult"
"Cydia conicolana","NHMSYS0000502056","21","05","30","06","Adult"
"Hepialus humuli","NBNSYS0000005307","21","05","31","08","Adult"
"Incurvaria oehlmanniella","NBNSYS0100003594","01","05","31","07","Adult"
"Dichrorampha flavidorsana","NHMSYS0000502162","15","06","31","08","Adult"
"Hadena caesia caesia","NHMSYS0021144851","01","05","07","09","Adult"
"Earias clorana","NBNSYS0000006524","07","05","07","09","Adult"
"Orthosia incerta","NBNSYS0000006281","01","02","15","06","Adult"
"Agonopterix umbellana","NBNSYS0100001430","01","06","31","07","Adult"
"Acronicta cinerea","NHMSYS0021144509","21","04","21","08","Adult"
"Parornix alpicola","NHMSYS0021142429","01","05","30","06","Adult"
"Dysstroma citrata citrata","NHMSYS0021143996","21","05","31","10","Adult"
"Ancylis myrtillana","NHMSYS0000501101","01","05","31","07","Adult"
"Elachista triatomea","NHMSYS0000502332","01","06","31","07","Adult"
"Meganephria bimaculosa","MM0001Z100H6VVQ1","01","09","31","10","Adult"
"Catocala promissa","NHMSYS0021144450","21","06","15","09","Adult"
"Globia algae","NHMSYS0021144657","15","07","07","10","Adult"
"Coleophora orbitella","NHMSYS0000501905","01","05","31","07","Adult"
"Spaelotis ravida","NHMSYS0021144929","01","06","30","09","Adult"
"Zygaena loti scotica","NHMSYS0021143429","01","06","15","07","Adult"
"Stigmella mespilicola","NHMSYS0000504361","01","05","31","08","Adult"
"Pandemis cerasana","NHMSYS0000503574","15","05","15","10","Adult"
"Dichrorampha plumbana","NHMSYS0000502167","01","05","07","07","Adult"
"Sedina buettneri","NBNSYS0000006481","15","09","15","10","Adult"
"Catephia alchymista","NHMSYS0021144456","15","05","07","09","Adult"
"Zygaena trifolii decreta","NHMSYS0021143445","01","05","21","08","Adult"
"Agrotera nemoralis","NBNSYS0000026942","01","05","30","06","Adult"
"Idaea subsericeata","NBNSYS0000005782","01","05","30","09","Adult"
"Heliothis maritima","NBNSYS0000006508","07","06","15","07","Adult"
"Leucoptera orobi","NBNSYS0000025847","01","05","31","07","Adult"
"Clepsis senecionana","NHMSYS0021143030","01","05","30","06","Adult"
"Furcula bifida","NBNSYS0000006084","15","04","31","08","Adult"
"Dyseriocrania subpurpurella","NHMSYS0021142333","15","03","15","06","Adult"
"Mythimna unipuncta","NBNSYS0000006296","01","01","31","12","Adult"
"Cameraria ohridella","NHMSYS0021142455","01","04","30","09","Adult"
"Cymolomia hartigiana","NHMSYS0021143186","01","06","31","08","Adult"
"Adscita geryon","NHMSYS0000501001","21","04","07","08","Adult"
"Gelechia sabinellus","NBNSYS0100003245","01","08","31","08","Adult"
"Cyclophora albipunctata","NBNSYS0000005750","01","04","07","10","Adult"
"Phyllonorycter lantanella","NHMSYS0000503783","01","04","31","08","Adult"
"Meganola albula","NHMSYS0021144954","01","06","30","09","Adult"
"Ypsolopha nemorella","NHMSYS0000504702","01","06","31","08","Adult"
"Anania fuscalis","NHMSYS0021127787","01","05","15","08","Adult"
"Pammene suspectana","NHMSYS0000503568","01","05","30","06","Adult"
"Falseuncaria degreyana","NHMSYS0021143146","01","05","31","08","Adult"
"Chesias rufata rufata","NHMSYS0021144145","01","04","21","08","Adult"
"Scotopteryx bipunctaria bipunctaria","NHMSYS0021143907","07","06","07","09","Adult"
"Ectoedemia subbimaculella","NHMSYS0000502279","01","06","31","07","Adult"
"Photedes morrisii morrisii","NHMSYS0021144649","21","06","15","07","Adult"
"Endrosis sarcitrella","NHMSYS0000502375","01","01","31","12","Adult"
"Dasycera oliviella","NHMSYS0021142551","01","06","31","07","Adult"
"Cosmopterix scribaiella","NBNSYS0100002620","01","06","31","10","Adult"
"Pammene herrichiana","NHMSYS0000503557","21","04","30","06","Adult"
"Psoricoptera gibbosella","NHMSYS0000503958","01","07","07","10","Adult"
"Monochroa tetragonella","NHMSYS0000503283","15","06","31","07","Adult"
"Bryotropha politella","NHMSYS0000501555","01","06","15","08","Adult"
"Caradrina clavipalpis","NBNSYS0000006494","21","03","15","11","Adult"
"Apotomis sororculana","NHMSYS0000501159","01","05","31","07","Adult"
"Hadena perplexa capsophila","NHMSYS0021144856","21","03","30","09","Adult"
"Paratalanta pandalis","NHMSYS0021143721","15","05","07","08","Adult"
"Aplocera plagiata plagiata","NHMSYS0021144139","15","04","15","09","Adult"
"Adscita statices statices","NHMSYS0021143418","07","05","07","08","Adult"
"Phyllonorycter heegeriella","NHMSYS0000503779","01","04","31","08","Adult"
"Lycia zonaria britannica","NHMSYS0021144218","01","03","15","06","Adult"
"Aethes hartmanniana","NHMSYS0000501011","01","05","07","08","Adult"
"Coleophora alticolella","NHMSYS0000501826","01","05","31","08","Adult"
"Epirrhoe galiata","NHMSYS0021143939","01","05","30","09","Adult"
"Mompha lacteella","NHMSYS0000503257","01","05","31","08","Adult"
"Arctia villica","NHMSYS0000517243","21","04","15","07","Adult"
"Coleophora linosyridella","NHMSYS0000501891","21","06","31","08","Adult"
"Acleris hastiana","NHMSYS0000500930","01","05","31","05","Adult"
"Brachylomia viminalis","NHMSYS0021144752","15","05","30","09","Adult"
"Monochroa moyses","NBNSYS0000005341","21","05","31","07","Adult"
"Eccopisa effractella","NBNSYS0100002908","01","07","30","09","Adult"
"Stigmella obliquella","NHMSYS0000504367","01","05","31","08","Adult"
"Oxyptilus pilosellae","NHMSYS0000503534","15","07","31","08","Adult"
"Infurcitinea albicomella","NHMSYS0000502949","01","07","31","07","Adult"
"Furcula furcula","NBNSYS0000006083","15","04","31","08","Adult"
"Agonopterix arenella","NHMSYS0021142586","01","01","31","12","Adult"
"Acronicta menyanthidis","NBNSYS0000006381","15","04","31","07","Adult"
"Scrobipalpa nitentella","NHMSYS0000504146","15","06","31","08","Adult"
"Coleophora badiipennella","NHMSYS0021142813","01","07","31","07","Adult"
"Eudemis porphyrana","NHMSYS0021143150","01","07","31","08","Adult"
"Grapholita janthinana","NBNSYS0100003287","15","06","30","09","Adult"
"Agriphila poliellus","NHMSYS0000501083","01","08","31","10","Adult"
"Pyrausta ostrinalis","NHMSYS0000504007","15","04","15","08","Adult"
"Trachea atriplicis","NBNSYS0000006400","21","05","15","10","Adult"
"Tinea columbariella","NHMSYS0000504528","01","06","30","09","Adult"
"Endothenia quadrimaculana","NHMSYS0000502367","01","06","30","09","Adult"
"Aethes fennicana fennicana","NHMSYS0021143139","01","08","31","08","Adult"
"Catocala nymphagoga","NHMSYS0021144447","15","06","07","09","Adult"
"Zygaena trifolii subsyracusia","NHMSYS0021143447","01","05","21","08","Adult"
"Stigmella luteella","NHMSYS0000504359","01","05","31","07","Adult"
"Metzneria littorella","NBNSYS0000026227","01","05","30","06","Adult"
"Ocnerostoma piniariella","NHMSYS0000503447","01","06","31","08","Adult"
"Hydria cervinalis","NHMSYS0021144038","21","03","15","06","Adult"
"Ypsolopha parenthesella","NHMSYS0000504703","15","06","31","10","Adult"
"Ectoedemia turbidella","NHMSYS0000502280","01","05","30","06","Adult"
"Nola chlamitulalis","NHMSYS0021144960","07","06","21","06","Adult"
"Elachista maculicerusella","NHMSYS0021142297","01","05","30","09","Adult"
"Phyllonorycter klemannella","NHMSYS0021142449","01","04","31","08","Adult"
"Lomographa bimaculata","NBNSYS0000006049","15","04","15","07","Adult"
"Trichophaga tapetzella","NHMSYS0000504577","01","04","31","08","Adult"
"Gortyna flavago","NHMSYS0021144610","07","08","21","10","Adult"
"Gluphisia crenata vertunea","NHMSYS0021144360","15","06","07","08","Adult"
"Hydrelia flammeolaria","NBNSYS0000005967","15","05","15","08","Adult"
"Opostega salaciella","NHMSYS0000503498","15","05","31","08","Adult"
"Phyllonorycter stettinensis","NHMSYS0000503812","01","04","30","09","Adult"
"Synanthedon andrenaeformis","NBNSYS0000005693","07","06","21","07","Adult"
"Ancylis tineana","NHMSYS0021143239","01","05","30","06","Adult"
"Asteroscopus sphinx","NHMSYS0000501413","01","10","07","12","Adult"
"Hoplodrina superstes","NBNSYS0000006488","01","06","31","08","Adult"
"Pancalia leuwenhoekella","NHMSYS0000503572","21","04","07","08","Adult"
"Lomaspilis marginata","NBNSYS0000005978","01","03","07","09","Adult"
"Depressaria pimpinellae","NHMSYS0000502127","01","06","31","08","Adult"
"Roeslerstammia erxlebella","NHMSYS0000504067","01","05","30","09","Adult"
"Cadra figulilella","NHMSYS0021109628","21","03","31","10","Adult"
"Lithophane semibrunnea","NBNSYS0000006328","15","06","15","09","Adult"
"Pabulatrix pabulatricula","NHMSYS0021144660","15","07","15","08","Adult"
"Epinotia tenerana","NHMSYS0021143268","01","06","07","10","Adult"
"Heliothis peltigera","NHMSYS0021144540","01","02","31","10","Adult"
"Cosmopterix zieglerella","NHMSYS0021142610","21","05","31","07","Adult"
"Tethea ocularis","NHMSYS0000521103","15","04","31","08","Adult"
"Heliozela hammoniella","NHMSYS0021142158","01","04","31","07","Adult"
"Hellinsia carphodactyla","NHMSYS0021142950","21","05","30","09","Adult"
"Dioryctria abietella","NHMSYS0021143643","01","05","07","10","Adult"
"Anarta myrtilli","NBNSYS0000006233","15","04","07","09","Adult"
"Actebia fennica","NBNSYS0000006186","01","07","31","08","Adult"
"Parornix torquillella","NBNSYS0000025900","01","04","30","09","Adult"
"Oegoconia caradjai","NHMSYS0021142528","01","06","31","08","Adult"
"Stigmella roborella","NHMSYS0000504379","01","05","31","08","Adult"
"Coenotephria salicata","NHMSYS0021167161","15","04","30","09","Adult"
"Pyropteron chrysidiformis","NHMSYS0000504018","21","05","07","07","Adult"
"Coleophora argentula","NHMSYS0000501833","01","07","31","08","Adult"
"Lozotaeniodes formosana","NHMSYS0021143037","01","05","31","08","Adult"
"Pachycnemia hippocastanaria","NHMSYS0021144181","01","02","30","11","Adult"
"Depressaria silesiaca","NHMSYS0000502128","01","05","31","07","Adult"
"Aphelia unitana","NHMSYS0021143023","01","06","07","08","Adult"
"Coleophora clypeiferella","NHMSYS0000501848","01","07","31","08","Adult"
"Elachista luticomella","NHMSYS0000502313","01","06","07","08","Adult"
"Eudonia murana","NHMSYS0000502557","15","05","15","09","Adult"
"Donacaula mucronella","NHMSYS0021143786","01","06","07","09","Adult"
"Plagodis dolabraria","NBNSYS0000005995","01","05","21","07","Adult"
"Amphipoea fucosa fucosa","NHMSYS0021144617","21","06","07","10","Adult"
"Cerapteryx graminis","NBNSYS0000006269","01","06","07","10","Adult"
"Stigmella hybnerella","NHMSYS0000504356","01","04","31","08","Adult"
"Hypsopygia costalis","NHMSYS0000502923","15","05","30","11","Adult"
"Eulithis mellinata","NBNSYS0000005837","01","06","15","09","Adult"
"Eupithecia absinthiata","NBNSYS0000005918","21","04","15","09","Adult"
"Choreutis nemorana","NHMSYS0021142983","01","07","31","08","Adult"
"Cleora cinctaria","NHMSYS0000519018","01","04","21","07","Adult"
"Ennomos fuscantaria","NBNSYS0000006005","07","07","31","10","Adult"
"Dioryctria schuetzeella","NHMSYS0000502183","21","06","31","08","Adult"
"Dysgonia algira","NBNSYS0000006565","01","08","30","09","Adult"
"Eupithecia venosata","NBNSYS0000005906","15","04","31","07","Adult"
"Cossus cossus","NBNSYS0000005662","15","05","15","07","Adult"
"Ectoedemia intimella","NHMSYS0000502272","01","06","30","06","Adult"
"Achlya flavicornis galbanus","NHMSYS0021143802","15","02","15","05","Adult"
"Heliothis maritima maritima","NHMSYS0021144536","07","06","15","07","Adult"
"Eriocrania salopiella","NHMSYS0000502485","01","04","31","05","Adult"
"Biston strataria","NBNSYS0000006021","21","01","07","05","Adult"
"Pseudoterpna pruinata pruinata","NHMSYS0021144308","15","05","30","09","Adult"
"Epermenia chaerophyllella","NHMSYS0000502391","01","01","31","12","Adult"
"Noctua janthina","NHMSYS0021144926","15","06","30","09","Adult"
"Cornifrons ulceratalis","NHMSYS0021158351","07","03","30","11","Adult"
"Amphipyra pyramidea agg.","NBNSYS0000006393","01","07","15","10","Adult"
"Coleophora lassella","NHMSYS0000501886","01","05","31","08","Adult"
"Xanthorhoe spadicearia/ferrugata","NHMSYS0001703678","15","04","30","09","Adult"
"Pseudocoremia suavis","NHMSYS0020531231","01","02","31","10","Adult"
"Sorhagenia lophyrella","NHMSYS0000504258","01","05","31","08","Adult"
"Nematopogon metaxella","NHMSYS0021142170","01","04","31","07","Adult"
"Gelechia hippophaella","NHMSYS0000502706","15","08","30","09","Adult"
"Rhopobota myrtillana","NBNSYS0100005141","01","05","30","06","Adult"
"Hadena irregularis","NBNSYS0000006261","21","05","31","07","Adult"
"Deltote pygarga","NHMSYS0021144484","01","04","15","08","Adult"
"Coleophora salicorniae","NHMSYS0021142249","15","07","31","08","Adult"
"Luperina nickerlii","NHMSYS0000520843","21","07","15","09","Adult"
"Eupoecilia angustana thuleana","NHMSYS0021143126","01","06","30","09","Adult"
"Niditinea fuscella","NBNSYS0100004257","01","04","30","09","Adult"
"Hypatopa binotella","NHMSYS0021142873","01","07","31","07","Adult"
"Clostera curtula","NBNSYS0000006105","15","03","31","08","Adult"
"Sciota rhenella","NHMSYS0001703764","01","07","31","08","Adult"
"Phyllonorycter blancardella","NHMSYS0000503761","01","03","15","10","Adult"
"Jodis lactearia","NBNSYS0000005747","01","05","21","08","Adult"
"Sesamia nonagrioides","NHMSYS0021144692","01","05","31","10","Adult"
"Entephria flavicinctata ruficinctata","NHMSYS0021143951","07","05","21","10","Adult"
"Paraswammerdamia albicapitella","NBNSYS0100004455","01","05","30","09","Adult"
"Leucodonta bicoloria","NHMSYS0021144353","01","06","31","07","Adult"
"Acronicta leporina","NBNSYS0000006375","01","04","21","08","Adult"
"Grapholita compositella","NBNSYS0100003283","21","04","07","09","Adult"
"Plodia interpunctella","NHMSYS0021143676","01","01","31","12","Adult"
"Cydia corollana","NHMSYS0021143353","01","05","31","07","Adult"
"Pheosia gnoma","NHMSYS0021144351","01","04","15","09","Adult"
"Naenia typica","NBNSYS0000006227","01","06","07","09","Adult"
"Zanclognatha zelleralis","NBNSYS0100006033","01","05","30","09","Adult"
"Tineola bisselliella","NHMSYS0000504546","01","02","30","09","Adult"
"Eilema complana","NBNSYS0000006133","15","06","15","09","Adult"
"Phyllonorycter hostis","NHMSYS0021008131","01","05","31","08","Adult"
"Zygaena lonicerae","NBNSYS0000005677","21","05","15","08","Adult"
"Prolita solutella","NBNSYS0000026301","01","05","30","06","Adult"
"Acanthopsyche atra","NHMSYS0000500906","01","05","30","06","Adult"
"Elegia fallax","NHMSYS0001703659","01","04","30","04","Adult"
"Pseudopostega auritella","NHMSYS0021142154","01","06","31","07","Adult"
"Mompha miscella","NHMSYS0021142864","01","05","30","09","Adult"
"Maruca vitrata","NHMSYS0000503170","01","06","07","09","Adult"
"Euxoa tritici/obelisca","NHMSYS0020467649","15","06","30","09","Adult"
"Anacampsis blattariella","NHMSYS0000501224","01","07","07","09","Adult"
"Ceramica pisi","NBNSYS0000006254","21","04","21","08","Adult"
"Amphipyra berbera svenssoni","NHMSYS0021144529","01","07","15","10","Adult"
"Entephria flavicinctata flavicinctata","NHMSYS0021143950","07","05","21","10","Adult"
"Alcis jubata","NBNSYS0000006034","21","06","15","09","Adult"
"Stigmella atricapitella","NHMSYS0000504331","01","05","31","08","Adult"
"Hyles livornica","NHMSYS0021143839","15","04","15","10","Adult"
"Eucosma rubescana","NHMSYS0021143292","01","06","31","07","Adult"
"Gypsonoma dealbana","NHMSYS0000502782","21","05","21","10","Adult"
"Hadena perplexa","NHMSYS0000520328","21","03","30","09","Adult"
"Blastobasis lacticolella","NHMSYS0020676097","15","05","31","12","Adult"
"Cleora cinctaria bowesi","NHMSYS0021144239","01","04","21","07","Adult"
"Bactra venosana","NHMSYS0021143221","01","04","30","09","Adult"
"Eupithecia inturbata","NHMSYS0021144075","01","05","07","09","Adult"
"Lithostege griseata","NHMSYS0021144148","01","04","31","07","Adult"
"Eupithecia vulgata","NBNSYS0000005922","01","04","31","08","Adult"
"Stigmella plagicolella","NHMSYS0000504371","01","05","31","08","Adult"
"Hadena albimacula","NBNSYS0000006265","01","05","30","09","Adult"
"Martania taeniata","NHMSYS0021144064","15","06","21","08","Adult"
"Hoplodrina ambigua","NHMSYS0021144582","15","04","15","11","Adult"
"Phyllonorycter strigulatella","NHMSYS0021142446","01","05","31","08","Adult"
"Mesotype didymata didymata","NHMSYS0021144050","07","05","30","09","Adult"
"Homoeosoma nimbella","NHMSYS0021143671","21","05","31","08","Adult"
"Amblyptilia acanthadactyla","NHMSYS0021142903","01","01","31","12","Adult"
"Epiblema turbidana","NHMSYS0000502418","21","06","31","07","Adult"
"Neosphaleroptera nubilana","NHMSYS0021143039","21","06","31","08","Adult"
"Ancylis uncella","NHMSYS0021143227","01","05","30","06","Adult"
"Pseudoterpna coronillaria","NHMSYS0021144312","01","06","31","07","Adult"
"Eucosma pupillana","NHMSYS0000502541","01","06","31","08","Adult"
"Photedes fluxa","NHMSYS0021144643","15","06","31","08","Adult"
"Hydraecia osseola osseola","NHMSYS0021144614","21","08","30","09","Adult"
"Dioryctria sylvestrella","NHMSYS0001703760","01","06","07","10","Adult"
"Acleris rufana","NHMSYS0021143107","01","05","31","07","Adult"
"Coleophora deviella","NHMSYS0000501855","01","06","31","07","Adult"
"Aristotelia ericinella","NHMSYS0000501400","01","07","07","09","Adult"
"Pammene ochsenheimeriana","NHMSYS0000503562","01","05","30","06","Adult"
"Argyresthia abdominalis","NHMSYS0000501358","01","07","31","08","Adult"
"Bryophila domestica","NHMSYS0021126913","01","06","30","09","Adult"
"Cydia leguminana","NHMSYS0000502065","01","05","30","06","Adult"
"Catocala conjuncta","NHMSYS0001703667","21","07","30","09","Adult"
"Antispila treitschkiella sensu auctt.","NHMSYS0000501272","01","05","30","06","Adult"
"Dichrorampha petiverella","NHMSYS0000502165","21","05","31","08","Adult"
"Calophasia platyptera","NBNSYS0000006317","01","04","31","10","Adult"
"Semioscopis steinkellneriana","NHMSYS0021142577","21","03","31","05","Adult"
"Coleophora chalcogrammella","NHMSYS0000501847","01","06","31","08","Adult"
"Zeiraphera griseana","NHMSYS0021143278","01","07","30","09","Adult"
"Phyllonorycter dubitella","NHMSYS0000503774","01","05","31","08","Adult"
"Aplocera praeformata","NHMSYS0021144142","01","06","31","10","Adult"
"Philedonides lunana","NHMSYS0000503719","01","03","31","05","Adult"
"Agonopterix heracliana","NHMSYS0000501056","01","01","31","12","Adult"
"Metalampra italica","NHMSYS0001703661","01","06","30","09","Adult"
"Depressaria daucella","NHMSYS0021142599","01","06","30","06","Adult"
"Monochroa lucidella","NHMSYS0000503275","15","06","21","08","Adult"
"Hypena crassalis","NBNSYS0000006580","15","05","07","10","Adult"
"Zygaena exulans subochracea","NHMSYS0021143431","21","06","15","07","Adult"
"Epinotia fraternana","NHMSYS0000502435","01","05","15","08","Adult"
"Mompha conturbatella","NHMSYS0021142858","01","06","31","08","Adult"
"Bucculatrix nigricomella","NHMSYS0021142404","21","04","31","08","Adult"
"Agonopterix cnicella","NHMSYS0000501053","01","06","30","09","Adult"
"Cydalima perspectalis","NHMSYS0021143739","15","06","30","11","Adult"
"Zygaena loti","NHMSYS0000520668","01","06","15","07","Adult"
"Mompha langiella","NHMSYS0000503258","15","05","15","07","Adult"
"Aleimma loeflingiana","NHMSYS0000501191","21","05","31","08","Adult"
"Pammene germmana","NHMSYS0021143393","01","05","31","07","Adult"
"Morophaga choragella","NHMSYS0021142374","01","06","31","08","Adult"
"Parasemia plantaginis insularum","NHMSYS0021144396","01","05","15","08","Adult"
"Acleris umbrana","NHMSYS0021143091","01","05","30","06","Adult"
"Apamea sublustris","NBNSYS0000006419","21","05","15","08","Adult"
"Bryotropha senectella","NHMSYS0000501557","15","06","07","09","Adult"
"Trichopteryx polycommata","NHMSYS0021144154","21","02","21","05","Adult"
"Siona lineata","NBNSYS0000006058","21","05","07","07","Adult"
"Carcina quercana","NHMSYS0000501639","01","05","07","12","Adult"
"Sideridis reticulata marginosa","NHMSYS0021144836","01","05","31","07","Adult"
"Grapholita lunulana","NBNSYS0100003291","01","05","30","06","Adult"
"Photedes minima","NBNSYS0000006445","01","06","07","09","Adult"
"Incurvaria praelatella","NBNSYS0100003595","15","05","15","07","Adult"
"Oxypteryx immaculatella","NHMSYS0021297339","01","05","30","09","Adult"
"Roeslerstammia pronubella","NHMSYS0021142402","01","05","01","06","Adult"
"Triaxomera fulvimitrella","NHMSYS0000504569","01","05","31","07","Adult"
"Yponomeuta evonymella","NHMSYS0000504685","07","06","15","09","Adult"
"Elachista subalbidella","NHMSYS0000502328","01","05","31","07","Adult"
"Eupithecia satyrata","NBNSYS0000005916","15","04","07","08","Adult"
"Hedya ochroleucana","NHMSYS0000502814","15","05","31","08","Adult"
"Pelosia muscerda","NBNSYS0000006127","07","06","30","09","Adult"
"Agrotis trux lunigera","NHMSYS0021144899","01","06","15","10","Adult"
"Endothenia marginana","NHMSYS0000502363","01","05","07","09","Adult"
"Anthophila fabriciana","NHMSYS0000501258","01","04","30","11","Adult"
"Ethmia terminella","NBNSYS0000026221","01","06","07","07","Adult"
"Lygephila craccae","NHMSYS0021144436","01","08","30","09","Adult"
"Chiasmia clathrata","NBNSYS0100002337","15","04","30","09","Adult"
"Acleris shepherdana","NHMSYS0000500945","21","07","30","09","Adult"
"Thetidia smaragdaria maritima","NHMSYS0021144319","15","06","15","07","Adult"
"Eublemma purpurina","NHMSYS0001703670","15","06","15","10","Adult"
"Crambus silvella","NHMSYS0021143756","01","07","15","09","Adult"
"Agriphila latistria","NBNSYS0000026831","15","07","30","09","Adult"
"Chilo phragmitella","NHMSYS0021143753","01","05","30","09","Adult"
"Acleris rhombana","NHMSYS0021143081","01","06","30","11","Adult"
"Acrobasis tumidana","NHMSYS0021143651","21","06","15","09","Adult"
"Gynnidomorpha luridana","NBNSYS0100003312","01","06","31","08","Adult"
"Coleophora serratella","NHMSYS0000501920","15","05","15","08","Adult"
"Schrankia taenialis","NHMSYS0021144432","07","06","07","10","Adult"
"Eucosma aemulana","NHMSYS0000502528","01","07","31","08","Adult"
"Spoladea recurvalis","NHMSYS0000504286","01","07","31","12","Adult"
"Parornix scoticella","NHMSYS0000503649","01","04","30","09","Adult"
"Pyrausta sanguinalis","NBNSYS0000026894","21","05","31","07","Adult"
"Eupithecia pulchellata","NHMSYS0000550501","15","04","07","09","Adult"
"Moitrelia obductella","NHMSYS0021143631","21","06","31","08","Adult"
"Crambus perlella","NHMSYS0000502016","21","05","07","09","Adult"
"Acentria ephemerella","NHMSYS0021143779","21","05","15","09","Adult"
"Ectoedemia septembrella","NBNSYS0100002915","01","05","07","09","Adult"
"Clepsis spectrana","NHMSYS0000501317","15","04","15","09","Adult"
"Anania coronata","NHMSYS0021126866","15","05","30","09","Adult"
"Elachista canapennella","NHMSYS0021142292","01","04","30","09","Adult"
"Ypsolopha horridella","NHMSYS0000504699","01","07","30","09","Adult"
"Aspitates ochrearia","NBNSYS0000006060","15","04","15","10","Adult"
"Phyllodesma ilicifolia","NBNSYS0000005713","21","04","31","05","Adult"
"Phlogophora meticulosa","NBNSYS0000006402","01","01","31","12","Adult"
"Scythris picaepennis","NHMSYS0000504169","21","05","30","09","Adult"
"Ypsolopha mucronella","NHMSYS0000504701","01","01","31","12","Adult"
"Stigmella perpygmaeella","NHMSYS0000504370","01","05","31","08","Adult"
"Hylaea fasciaria","NBNSYS0000006054","15","05","07","10","Adult"
"Cnephasia genitalana","NHMSYS0021143064","15","06","15","09","Adult"
"Heliothis nubigera","NHMSYS0021144541","15","02","31","12","Adult"
"Hydraecia osseola","NHMSYS0000520468","21","08","30","09","Adult"
"Subacronicta megacephala","NHMSYS0021144513","15","04","31","08","Adult"
"Monochroa tenebrella","NHMSYS0021142707","21","05","07","08","Adult"
"Laspeyria flexula","NHMSYS0021144440","21","05","15","10","Adult"
"Euclemensia woodiella","NHMSYS0000502524","01","06","30","06","Adult"
"Gelechia sororculella","NHMSYS0021142742","21","06","31","08","Adult"
"Gypsonoma oppressana","NHMSYS0000502785","01","06","31","07","Adult"
"Acleris logiana","NHMSYS0000500937","01","01","31","12","Adult"
"Dypterygia scabriuscula","NBNSYS0000006397","07","05","31","08","Adult"
"Plemyria rubiginata","NHMSYS0000522597","01","06","30","09","Adult"
"Phytometra viridaria","NBNSYS0000006574","15","04","31","08","Adult"
"Paranthrene tabaniformis","NBNSYS0000005687","21","05","31","07","Adult"
"Coleophora serpylletorum","NHMSYS0000501919","01","07","31","07","Adult"
"Eucosma aspidiscana","NHMSYS0021143295","21","04","30","06","Adult"
"Argyresthia dilectella","NHMSYS0000501371","01","06","30","09","Adult"
"Ematurga atomaria","NBNSYS0000006044","21","03","07","08","Adult"
"Rusina ferruginea","NBNSYS0000006398","01","05","31","08","Adult"
"Coleophora adjectella","NHMSYS0000501813","01","07","31","07","Adult"
"Glyphipterix equitella","NHMSYS0000502732","01","06","31","07","Adult"
"Diarsia dahlii","NHMSYS0021144906","01","07","30","09","Adult"
"Coleophora pyrrhulipennella","NHMSYS0000501914","21","05","31","08","Adult"
"Phyllonorycter viminetorum","NHMSYS0000503820","01","05","31","08","Adult"
"Pammene giganteana","NHMSYS0000503556","21","03","31","05","Adult"
"Anarsia lineatella","NHMSYS0000501234","01","05","30","09","Adult"
"Amphipyra berbera","NHMSYS0000517008","01","07","15","10","Adult"
"Thisanotia chrysonuchella","NHMSYS0000504504","01","05","15","07","Adult"
"Agonopterix curvipunctosa","NHMSYS0000501055","01","01","31","12","Adult"
"Recurvaria nanella","NHMSYS0021142793","15","06","31","08","Adult"
"Acleris ferrugana/notana","NHMSYS0001703642","01","01","31","12","Adult"
"Eudonia lacustrata","NBNSYS0000147089","01","05","15","10","Adult"
"Celypha rufana","NHMSYS0000501700","01","05","15","08","Adult"
"Nycteola siculana","NHMSYS0021297314","01","06","01","07","Adult"
"Elachista orstadii","NHMSYS0000502321","01","04","30","06","Adult"
"Phycitodes saxicola","NHMSYS0000503749","21","05","15","09","Adult"
"Palpita vitrealis","MM0001Z100HTMPQ1","01","06","31","12","Adult"
"Selenia lunularia","NHMSYS0021144200","15","04","21","08","Adult"
"Catoptria speculalis","NHMSYS0021143769","01","07","31","07","Adult"
"Coleophora trifolii","NHMSYS0000501934","01","06","31","08","Adult"
"Apamea furva","NHMSYS0000501109","01","06","15","09","Adult"
"Taleporia tubulosa","NHMSYS0000504447","21","05","30","06","Adult"
"Parascotia fuliginaria","NBNSYS0000006579","15","06","21","08","Adult"
"Diasemia reticularis","NBNSYS0000146002","01","05","31","10","Adult"
"Gillmeria ochrodactyla","NHMSYS0021142899","21","06","31","08","Adult"
"Bactra lancealana","NHMSYS0021143218","01","05","31","10","Adult"
"Eupithecia intricata intricata","NHMSYS0021144107","21","04","07","08","Adult"
"Endromis versicolora","NBNSYS0000005716","21","03","21","05","Adult"
"Agonopterix assimilella","NHMSYS0000501046","01","04","30","09","Adult"
"Caloptilia populetorum","NHMSYS0000501611","01","01","31","12","Adult"
"Phiaris metallicana","NHMSYS0021143179","01","06","31","07","Adult"
"Stigmella carpinella","NHMSYS0000504341","01","05","31","08","Adult"
"Bryotropha dryadella","NHMSYS0000501551","01","06","15","08","Adult"
"Stigmella sakhalinella","NBNSYS0100005611","01","05","30","06","Adult"
"Phyllonorycter tenerella","NHMSYS0000503815","01","05","31","08","Adult"
"Xestia ashworthii","NBNSYS0000006220","01","06","15","08","Adult"
"Monochroa conspersella","NHMSYS0000503271","15","06","15","08","Adult"
"Oligia latruncula","NHMSYS0021144690","01","05","15","08","Adult"
"Udea prunalis","NHMSYS0021143726","21","05","31","08","Adult"
